
*******************************************************************
==>> Run on: 2021-07-01 01:38:14
==>> Seed was set to: 1


 Arguments:
	 seed                 : 1
	 log                  : None
	 experiment           : simclr
	 dataset              : cifar10
	 valid_split          : 0.0
	 arch                 : VGG6
	 parallel             : False
	 checkpoint           : None
	 inference_only       : False
	 batch_size           : 512
	 num_epochs           : 500
	 optimizer            : adam
	 init_lr              : 0.001
	 weight_decay         : 1e-06
	 momentum             : 0.9
	 lr_schedule          : [500]
	 lr_gamma             : 0.1
	 version              : default
	 projection           : 512
	 temperature          : 0.5
==>> Total training batches: 98
==>> Total validation batches: 20
==>> Total testing batches: 20
customizable_VGG(
  (features): Sequential(
    (0): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (1): ReLU(inplace=True)
    (2): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)
    (3): Conv2d(64, 128, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (4): ReLU(inplace=True)
    (5): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)
    (6): Conv2d(128, 128, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (7): ReLU(inplace=True)
    (8): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)
  )
  (projection): Sequential(
    (0): Linear(in_features=2048, out_features=512, bias=False)
    (1): BatchNorm1d(512, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (2): ReLU(inplace=True)
    (3): Linear(in_features=512, out_features=512, bias=True)
  )
)
==>> Starting training from scratch!
==>> Optimizer settings: Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    initial_lr: 0.001
    lr: 0.001
    weight_decay: 1e-06
)
==>> LR scheduler type: <class 'torch.optim.lr_scheduler.MultiStepLR'>
==>> LR scheduler state: {'milestones': Counter({500: 1}), 'gamma': 0.1, 'base_lrs': [0.001], 'last_epoch': 0, '_step_count': 1, '_get_lr_called_within_step': False, '_last_lr': [0.001]}
==>> Number of training epochs: 500
==>>> TRAIN-PRUNE | train epoch: 0, loss: 6.120381, similarity: 0.5756
==>>> TRAIN-PRUNE | train epoch: 31, loss: 5.593882, similarity: 0.7616
==>>> CLEAN VALIDATE | epoch: 31, batch index: 20, val loss: 5.174537, val sim: 0.5230
==>>> TRAIN-PRUNE | train epoch: 32, loss: 5.596342, similarity: 0.7607
==>>> CLEAN VALIDATE | epoch: 32, batch index: 20, val loss: 5.143786, val sim: 0.5313
==>>> TRAIN-PRUNE | train epoch: 33, loss: 5.596833, similarity: 0.7601
==>>> CLEAN VALIDATE | epoch: 33, batch index: 20, val loss: 5.168973, val sim: 0.5203
==>>> TRAIN-PRUNE | train epoch: 34, loss: 5.589557, similarity: 0.7637
==>>> CLEAN VALIDATE | epoch: 34, batch index: 20, val loss: 5.220140, val sim: 0.5033
==>>> TRAIN-PRUNE | train epoch: 35, loss: 5.589996, similarity: 0.7632
==>>> CLEAN VALIDATE | epoch: 35, batch index: 20, val loss: 5.174056, val sim: 0.5219
==>>> TRAIN-PRUNE | train epoch: 36, loss: 5.586243, similarity: 0.7648
==>>> CLEAN VALIDATE | epoch: 36, batch index: 20, val loss: 5.123920, val sim: 0.5349
==>>> TRAIN-PRUNE | train epoch: 37, loss: 5.586372, similarity: 0.7645
==>>> CLEAN VALIDATE | epoch: 37, batch index: 20, val loss: 5.156882, val sim: 0.5221
==>>> TRAIN-PRUNE | train epoch: 38, loss: 5.584498, similarity: 0.7650
==>>> CLEAN VALIDATE | epoch: 38, batch index: 20, val loss: 5.168170, val sim: 0.5208
==>>> TRAIN-PRUNE | train epoch: 39, loss: 5.583872, similarity: 0.7660
==>>> CLEAN VALIDATE | epoch: 39, batch index: 20, val loss: 5.185154, val sim: 0.5172
==>>> TRAIN-PRUNE | train epoch: 40, loss: 5.582824, similarity: 0.7660
==>>> CLEAN VALIDATE | epoch: 40, batch index: 20, val loss: 5.161417, val sim: 0.5300
==>>> TRAIN-PRUNE | train epoch: 41, loss: 5.580660, similarity: 0.7669
==>>> CLEAN VALIDATE | epoch: 41, batch index: 20, val loss: 5.157861, val sim: 0.5279
==>>> TRAIN-PRUNE | train epoch: 42, loss: 5.581187, similarity: 0.7668
==>>> CLEAN VALIDATE | epoch: 42, batch index: 20, val loss: 5.162024, val sim: 0.5221
==>>> TRAIN-PRUNE | train epoch: 43, loss: 5.579567, similarity: 0.7673
==>>> CLEAN VALIDATE | epoch: 43, batch index: 20, val loss: 5.126635, val sim: 0.5346
==>>> TRAIN-PRUNE | train epoch: 44, loss: 5.579314, similarity: 0.7676
==>>> CLEAN VALIDATE | epoch: 44, batch index: 20, val loss: 5.171546, val sim: 0.5156
==>>> TRAIN-PRUNE | train epoch: 45, loss: 5.577614, similarity: 0.7679
==>>> CLEAN VALIDATE | epoch: 45, batch index: 20, val loss: 5.165015, val sim: 0.5190
==>>> TRAIN-PRUNE | train epoch: 46, loss: 5.572429, similarity: 0.7707
==>>> CLEAN VALIDATE | epoch: 46, batch index: 20, val loss: 5.114700, val sim: 0.5353
==>>> TRAIN-PRUNE | train epoch: 47, loss: 5.572682, similarity: 0.7702
==>>> CLEAN VALIDATE | epoch: 47, batch index: 20, val loss: 5.152921, val sim: 0.5239
==>>> TRAIN-PRUNE | train epoch: 48, loss: 5.571638, similarity: 0.7710
==>>> CLEAN VALIDATE | epoch: 48, batch index: 20, val loss: 5.146942, val sim: 0.5270
==>>> TRAIN-PRUNE | train epoch: 49, loss: 5.572245, similarity: 0.7706
==>>> CLEAN VALIDATE | epoch: 49, batch index: 20, val loss: 5.154440, val sim: 0.5259
==>>> TRAIN-PRUNE | train epoch: 50, loss: 5.568555, similarity: 0.7721
==>>> CLEAN VALIDATE | epoch: 50, batch index: 20, val loss: 5.151600, val sim: 0.5235
==>>> TRAIN-PRUNE | train epoch: 51, loss: 5.568752, similarity: 0.7719
==>>> CLEAN VALIDATE | epoch: 51, batch index: 20, val loss: 5.128633, val sim: 0.5315
==>>> TRAIN-PRUNE | train epoch: 52, loss: 5.571046, similarity: 0.7707
==>>> CLEAN VALIDATE | epoch: 52, batch index: 20, val loss: 5.158720, val sim: 0.5214
==>>> TRAIN-PRUNE | train epoch: 53, loss: 5.566028, similarity: 0.7732
==>>> CLEAN VALIDATE | epoch: 53, batch index: 20, val loss: 5.128913, val sim: 0.5376
==>>> TRAIN-PRUNE | train epoch: 54, loss: 5.568343, similarity: 0.7722
==>>> CLEAN VALIDATE | epoch: 54, batch index: 20, val loss: 5.147067, val sim: 0.5296
==>>> TRAIN-PRUNE | train epoch: 55, loss: 5.568136, similarity: 0.7718
==>>> CLEAN VALIDATE | epoch: 55, batch index: 20, val loss: 5.117091, val sim: 0.5353
==>>> TRAIN-PRUNE | train epoch: 56, loss: 5.563796, similarity: 0.7739
==>>> CLEAN VALIDATE | epoch: 56, batch index: 20, val loss: 5.138979, val sim: 0.5271
==>>> TRAIN-PRUNE | train epoch: 57, loss: 5.564472, similarity: 0.7742
==>>> CLEAN VALIDATE | epoch: 57, batch index: 20, val loss: 5.181612, val sim: 0.5122
==>>> TRAIN-PRUNE | train epoch: 58, loss: 5.565813, similarity: 0.7734
==>>> CLEAN VALIDATE | epoch: 58, batch index: 20, val loss: 5.129460, val sim: 0.5328
==>>> TRAIN-PRUNE | train epoch: 59, loss: 5.562332, similarity: 0.7746
==>>> CLEAN VALIDATE | epoch: 59, batch index: 20, val loss: 5.121406, val sim: 0.5311
==>>> TRAIN-PRUNE | train epoch: 60, loss: 5.559788, similarity: 0.7762
==>>> CLEAN VALIDATE | epoch: 60, batch index: 20, val loss: 5.132015, val sim: 0.5329
==>>> TRAIN-PRUNE | train epoch: 61, loss: 5.560279, similarity: 0.7760
==>>> CLEAN VALIDATE | epoch: 61, batch index: 20, val loss: 5.154062, val sim: 0.5219
==>>> TRAIN-PRUNE | train epoch: 62, loss: 5.561533, similarity: 0.7752
==>>> CLEAN VALIDATE | epoch: 62, batch index: 20, val loss: 5.133691, val sim: 0.5286
==>>> TRAIN-PRUNE | train epoch: 63, loss: 5.561585, similarity: 0.7749
==>>> CLEAN VALIDATE | epoch: 63, batch index: 20, val loss: 5.131393, val sim: 0.5309
==>>> TRAIN-PRUNE | train epoch: 64, loss: 5.557590, similarity: 0.7770
==>>> CLEAN VALIDATE | epoch: 64, batch index: 20, val loss: 5.125012, val sim: 0.5295
==>>> TRAIN-PRUNE | train epoch: 65, loss: 5.555204, similarity: 0.7781
==>>> CLEAN VALIDATE | epoch: 65, batch index: 20, val loss: 5.137536, val sim: 0.5304
==>>> TRAIN-PRUNE | train epoch: 66, loss: 5.557140, similarity: 0.7772
==>>> CLEAN VALIDATE | epoch: 66, batch index: 20, val loss: 5.148458, val sim: 0.5305
==>>> TRAIN-PRUNE | train epoch: 67, loss: 5.557241, similarity: 0.7767
==>>> CLEAN VALIDATE | epoch: 67, batch index: 20, val loss: 5.126885, val sim: 0.5309
==>>> TRAIN-PRUNE | train epoch: 68, loss: 5.555138, similarity: 0.7778
==>>> CLEAN VALIDATE | epoch: 68, batch index: 20, val loss: 5.104598, val sim: 0.5372
==>>> TRAIN-PRUNE | train epoch: 69, loss: 5.556707, similarity: 0.7772
==>>> CLEAN VALIDATE | epoch: 69, batch index: 20, val loss: 5.113155, val sim: 0.5331
==>>> TRAIN-PRUNE | train epoch: 70, loss: 5.552083, similarity: 0.7790
==>>> CLEAN VALIDATE | epoch: 70, batch index: 20, val loss: 5.139594, val sim: 0.5274
==>>> TRAIN-PRUNE | train epoch: 71, loss: 5.551838, similarity: 0.7793
==>>> CLEAN VALIDATE | epoch: 71, batch index: 20, val loss: 5.118181, val sim: 0.5348
==>>> TRAIN-PRUNE | train epoch: 72, loss: 5.552689, similarity: 0.7789
==>>> CLEAN VALIDATE | epoch: 72, batch index: 20, val loss: 5.187490, val sim: 0.5116
==>>> TRAIN-PRUNE | train epoch: 73, loss: 5.552978, similarity: 0.7789
==>>> CLEAN VALIDATE | epoch: 73, batch index: 20, val loss: 5.095625, val sim: 0.5425
==>>> TRAIN-PRUNE | train epoch: 74, loss: 5.550665, similarity: 0.7795
==>>> CLEAN VALIDATE | epoch: 74, batch index: 20, val loss: 5.122129, val sim: 0.5314
==>>> TRAIN-PRUNE | train epoch: 75, loss: 5.551679, similarity: 0.7796
==>>> CLEAN VALIDATE | epoch: 75, batch index: 20, val loss: 5.132564, val sim: 0.5342
==>>> TRAIN-PRUNE | train epoch: 76, loss: 5.547406, similarity: 0.7812
==>>> CLEAN VALIDATE | epoch: 76, batch index: 20, val loss: 5.103114, val sim: 0.5359
==>>> TRAIN-PRUNE | train epoch: 77, loss: 5.548960, similarity: 0.7809
==>>> CLEAN VALIDATE | epoch: 77, batch index: 20, val loss: 5.105777, val sim: 0.5386
==>>> TRAIN-PRUNE | train epoch: 78, loss: 5.551616, similarity: 0.7791
==>>> CLEAN VALIDATE | epoch: 78, batch index: 20, val loss: 5.113431, val sim: 0.5322
==>>> TRAIN-PRUNE | train epoch: 79, loss: 5.549995, similarity: 0.7802
==>>> CLEAN VALIDATE | epoch: 79, batch index: 20, val loss: 5.153524, val sim: 0.5235
==>>> TRAIN-PRUNE | train epoch: 80, loss: 5.544630, similarity: 0.7824
==>>> CLEAN VALIDATE | epoch: 80, batch index: 20, val loss: 5.105125, val sim: 0.5388
==>>> TRAIN-PRUNE | train epoch: 81, loss: 5.544683, similarity: 0.7823
==>>> CLEAN VALIDATE | epoch: 81, batch index: 20, val loss: 5.124244, val sim: 0.5294
==>>> TRAIN-PRUNE | train epoch: 82, loss: 5.550247, similarity: 0.7800
==>>> CLEAN VALIDATE | epoch: 82, batch index: 20, val loss: 5.152658, val sim: 0.5302
==>>> TRAIN-PRUNE | train epoch: 83, loss: 5.546041, similarity: 0.7819
==>>> CLEAN VALIDATE | epoch: 83, batch index: 20, val loss: 5.147126, val sim: 0.5231
==>>> TRAIN-PRUNE | train epoch: 84, loss: 5.548290, similarity: 0.7809
==>>> CLEAN VALIDATE | epoch: 84, batch index: 20, val loss: 5.157202, val sim: 0.5215
==>>> TRAIN-PRUNE | train epoch: 85, loss: 5.546239, similarity: 0.7816
==>>> CLEAN VALIDATE | epoch: 85, batch index: 20, val loss: 5.168102, val sim: 0.5172
==>>> TRAIN-PRUNE | train epoch: 86, loss: 5.544702, similarity: 0.7819
==>>> CLEAN VALIDATE | epoch: 86, batch index: 20, val loss: 5.147184, val sim: 0.5279
==>>> TRAIN-PRUNE | train epoch: 87, loss: 5.546670, similarity: 0.7810
==>>> CLEAN VALIDATE | epoch: 87, batch index: 20, val loss: 5.116110, val sim: 0.5420
==>>> TRAIN-PRUNE | train epoch: 88, loss: 5.543559, similarity: 0.7827
==>>> CLEAN VALIDATE | epoch: 88, batch index: 20, val loss: 5.104830, val sim: 0.5380
==>>> TRAIN-PRUNE | train epoch: 89, loss: 5.542354, similarity: 0.7836
==>>> CLEAN VALIDATE | epoch: 89, batch index: 20, val loss: 5.090940, val sim: 0.5418
==>>> TRAIN-PRUNE | train epoch: 90, loss: 5.544025, similarity: 0.7823
==>>> CLEAN VALIDATE | epoch: 90, batch index: 20, val loss: 5.134710, val sim: 0.5287
==>>> TRAIN-PRUNE | train epoch: 91, loss: 5.540541, similarity: 0.7842
==>>> CLEAN VALIDATE | epoch: 91, batch index: 20, val loss: 5.139407, val sim: 0.5316
==>>> TRAIN-PRUNE | train epoch: 92, loss: 5.539479, similarity: 0.7845
==>>> CLEAN VALIDATE | epoch: 92, batch index: 20, val loss: 5.112500, val sim: 0.5331
==>>> TRAIN-PRUNE | train epoch: 93, loss: 5.541577, similarity: 0.7836
==>>> CLEAN VALIDATE | epoch: 93, batch index: 20, val loss: 5.135856, val sim: 0.5278
==>>> TRAIN-PRUNE | train epoch: 94, loss: 5.539352, similarity: 0.7850
==>>> CLEAN VALIDATE | epoch: 94, batch index: 20, val loss: 5.110248, val sim: 0.5331
==>>> TRAIN-PRUNE | train epoch: 95, loss: 5.540062, similarity: 0.7839
==>>> CLEAN VALIDATE | epoch: 95, batch index: 20, val loss: 5.103906, val sim: 0.5399
==>>> TRAIN-PRUNE | train epoch: 96, loss: 5.538603, similarity: 0.7847
==>>> CLEAN VALIDATE | epoch: 96, batch index: 20, val loss: 5.122818, val sim: 0.5336
==>>> TRAIN-PRUNE | train epoch: 97, loss: 5.541108, similarity: 0.7835
==>>> CLEAN VALIDATE | epoch: 97, batch index: 20, val loss: 5.123446, val sim: 0.5394
==>>> TRAIN-PRUNE | train epoch: 98, loss: 5.537763, similarity: 0.7853
==>>> CLEAN VALIDATE | epoch: 98, batch index: 20, val loss: 5.102336, val sim: 0.5407
==>>> TRAIN-PRUNE | train epoch: 99, loss: 5.537790, similarity: 0.7850
==>>> CLEAN VALIDATE | epoch: 99, batch index: 20, val loss: 5.123271, val sim: 0.5319
==>>> TRAIN-PRUNE | train epoch: 100, loss: 5.537375, similarity: 0.7852
==>>> CLEAN VALIDATE | epoch: 100, batch index: 20, val loss: 5.123951, val sim: 0.5270
==>>> TRAIN-PRUNE | train epoch: 101, loss: 5.537261, similarity: 0.7854
==>>> CLEAN VALIDATE | epoch: 101, batch index: 20, val loss: 5.109155, val sim: 0.5355
==>>> TRAIN-PRUNE | train epoch: 102, loss: 5.537870, similarity: 0.7845
==>>> CLEAN VALIDATE | epoch: 102, batch index: 20, val loss: 5.114790, val sim: 0.5338
==>>> TRAIN-PRUNE | train epoch: 103, loss: 5.535252, similarity: 0.7860
==>>> CLEAN VALIDATE | epoch: 103, batch index: 20, val loss: 5.118607, val sim: 0.5340
==>>> TRAIN-PRUNE | train epoch: 104, loss: 5.535823, similarity: 0.7857
==>>> CLEAN VALIDATE | epoch: 104, batch index: 20, val loss: 5.121483, val sim: 0.5329
==>>> TRAIN-PRUNE | train epoch: 105, loss: 5.534342, similarity: 0.7862
==>>> CLEAN VALIDATE | epoch: 105, batch index: 20, val loss: 5.101079, val sim: 0.5344
==>>> TRAIN-PRUNE | train epoch: 106, loss: 5.536066, similarity: 0.7854
==>>> CLEAN VALIDATE | epoch: 106, batch index: 20, val loss: 5.103331, val sim: 0.5397
==>>> TRAIN-PRUNE | train epoch: 107, loss: 5.538471, similarity: 0.7841
==>>> CLEAN VALIDATE | epoch: 107, batch index: 20, val loss: 5.093386, val sim: 0.5439
==>>> TRAIN-PRUNE | train epoch: 108, loss: 5.533289, similarity: 0.7865
==>>> CLEAN VALIDATE | epoch: 108, batch index: 20, val loss: 5.133573, val sim: 0.5283
==>>> TRAIN-PRUNE | train epoch: 109, loss: 5.531410, similarity: 0.7875
==>>> CLEAN VALIDATE | epoch: 109, batch index: 20, val loss: 5.148562, val sim: 0.5255
==>>> TRAIN-PRUNE | train epoch: 110, loss: 5.530973, similarity: 0.7874
==>>> CLEAN VALIDATE | epoch: 110, batch index: 20, val loss: 5.108972, val sim: 0.5338
==>>> TRAIN-PRUNE | train epoch: 111, loss: 5.531743, similarity: 0.7871
==>>> CLEAN VALIDATE | epoch: 111, batch index: 20, val loss: 5.116734, val sim: 0.5374
==>>> TRAIN-PRUNE | train epoch: 112, loss: 5.533178, similarity: 0.7860
==>>> CLEAN VALIDATE | epoch: 112, batch index: 20, val loss: 5.122351, val sim: 0.5324
==>>> TRAIN-PRUNE | train epoch: 113, loss: 5.531935, similarity: 0.7868
==>>> CLEAN VALIDATE | epoch: 113, batch index: 20, val loss: 5.134761, val sim: 0.5250
==>>> TRAIN-PRUNE | train epoch: 114, loss: 5.533220, similarity: 0.7861
==>>> CLEAN VALIDATE | epoch: 114, batch index: 20, val loss: 5.106998, val sim: 0.5371
==>>> TRAIN-PRUNE | train epoch: 115, loss: 5.530560, similarity: 0.7869
==>>> CLEAN VALIDATE | epoch: 115, batch index: 20, val loss: 5.101476, val sim: 0.5352
==>>> TRAIN-PRUNE | train epoch: 116, loss: 5.529447, similarity: 0.7873
==>>> CLEAN VALIDATE | epoch: 116, batch index: 20, val loss: 5.110679, val sim: 0.5340
==>>> TRAIN-PRUNE | train epoch: 117, loss: 5.530794, similarity: 0.7863
==>>> CLEAN VALIDATE | epoch: 117, batch index: 20, val loss: 5.076415, val sim: 0.5447
==>>> TRAIN-PRUNE | train epoch: 118, loss: 5.530422, similarity: 0.7868
==>>> CLEAN VALIDATE | epoch: 118, batch index: 20, val loss: 5.111932, val sim: 0.5301
==>>> TRAIN-PRUNE | train epoch: 119, loss: 5.528361, similarity: 0.7879
==>>> CLEAN VALIDATE | epoch: 119, batch index: 20, val loss: 5.109363, val sim: 0.5385
==>>> TRAIN-PRUNE | train epoch: 120, loss: 5.527476, similarity: 0.7884
==>>> CLEAN VALIDATE | epoch: 120, batch index: 20, val loss: 5.131078, val sim: 0.5278
==>>> TRAIN-PRUNE | train epoch: 121, loss: 5.527452, similarity: 0.7887
==>>> CLEAN VALIDATE | epoch: 121, batch index: 20, val loss: 5.134968, val sim: 0.5324
==>>> TRAIN-PRUNE | train epoch: 122, loss: 5.527327, similarity: 0.7884
==>>> CLEAN VALIDATE | epoch: 122, batch index: 20, val loss: 5.115573, val sim: 0.5309
==>>> TRAIN-PRUNE | train epoch: 123, loss: 5.525931, similarity: 0.7885
==>>> CLEAN VALIDATE | epoch: 123, batch index: 20, val loss: 5.095117, val sim: 0.5415
==>>> TRAIN-PRUNE | train epoch: 124, loss: 5.527950, similarity: 0.7877
==>>> CLEAN VALIDATE | epoch: 124, batch index: 20, val loss: 5.106549, val sim: 0.5354
==>>> TRAIN-PRUNE | train epoch: 125, loss: 5.526074, similarity: 0.7884
==>>> CLEAN VALIDATE | epoch: 125, batch index: 20, val loss: 5.107088, val sim: 0.5340
==>>> TRAIN-PRUNE | train epoch: 126, loss: 5.527786, similarity: 0.7875
==>>> CLEAN VALIDATE | epoch: 126, batch index: 20, val loss: 5.124207, val sim: 0.5286
